estatura	peso	genero	ingresos	etnia	educacion	educacion_madre	educacion_padre	camina	ejercicio	fumador	tenso	malhumorado	edad
152.4	41.73	femenino	20000	Blanco	14	14	14	4	5	2	5	5	37
182.88	104.33	masculino	22000	Blanco	12	12	12	4	7	2	5	5	28
177.8	116.12	femenino	35000	Blanco	14	14	14	1	1	2	2	2	40
160.02	53.52	femenino	0	Afroamericano	16	16	16	3	7	2	1	1	23
190.5	104.33	masculino	28000	Afroamericano	9	NA	NA	8	4	2	0	0	55
152.4	49.9	femenino	22000	Blanco	12	12	12	6	3	1	7	7	41
185.42	84.37	masculino	30000	Afroamericano	12	NA	12	8	5	2	1	1	44
165.1	74.84	masculino	5000	Afroamericano	6	NA	NA	8	1	2	0	0	70
165.1	95.25	femenino	30000	Afroamericano	12	12	NA	2	1	2	7	7	32
160.02	61.23	femenino	35000	Blanco	17	17	17	8	1	2	0	0	63
170.18	63.5	masculino	30000	Blanco	16	16	16	8	4	2	0	0	31
154.94	58.97	femenino	32000	Blanco	12	12	12	8	1	2	0	0	69
175.26	61.23	femenino	26000	Blanco	17	17	17	6	5	2	4	4	43
162.56	65.32	femenino	22000	Blanco	14	14	14	4	6	1	1	1	34
157.48	86.18	femenino	15000	Blanco	14	NA	NA	5	1	2	0	0	72
177.8	68.04	masculino	25000	Blanco	12	12	12	6	5	2	0	0	33
172.72	66.68	femenino	11000	Blanco	10	10	10	8	3	1	7	7	24
170.18	63.5	masculino	15000	Blanco	12	NA	NA	8	1	2	0	0	33
157.48	58.97	femenino	13000	Blanco	12	NA	NA	5	1	1	1	1	53
162.56	81.65	femenino	10000	Blanco	15	15	15	7	7	1	1	1	42
172.72	49.9	femenino	0	Blanco	12	12	12	1	1	2	7	7	24
182.88	90.72	masculino	35000	Blanco	16	16	16	8	6	2	0	0	32
172.72	54.43	femenino	12000	Blanco	12	12	12	4	4	2	0	0	45
162.56	58.97	femenino	25000	Blanco	17	17	17	6	1	2	7	7	38
167.64	58.97	masculino	0	Blanco	13	13	13	5	7	1	0	0	57
162.56	53.52	femenino	7000	Blanco	11	NA	NA	8	1	1	0	0	64
185.42	104.33	masculino	57000	Blanco	14	14	14	2	1	1	0	0	37
185.42	95.25	masculino	36000	Blanco	16	16	16	8	4	2	2	2	37
175.26	79.38	masculino	29000	Latino	14	14	14	7	6	2	4	4	29
172.72	60.33	femenino	8000	Blanco	13	13	13	8	4	2	2	2	19
180.34	56.7	masculino	3000	Afroamericano	11	11	11	8	1	2	4	4	18
160.02	72.57	femenino	0	Blanco	12	12	12	5	2	2	0	0	64
167.64	92.99	femenino	20000	Blanco	16	16	16	8	1	2	0	0	41
167.64	71.67	femenino	0	Blanco	12	NA	NA	8	1	1	3	3	36
167.64	78.47	masculino	33000	Blanco	12	12	12	7	4	2	1	1	57
172.72	95.25	femenino	15000	Latino	12	12	NA	8	1	2	0	0	68
177.8	106.59	masculino	16000	Blanco	12	12	12	1	1	2	1	1	33
157.48	67.13	femenino	5000	Blanco	12	12	12	6	7	2	2	2	78
167.64	64.41	femenino	8000	Blanco	14	14	14	5	4	2	3	3	43
160.02	55.34	femenino	32000	Afroamericano	16	16	16	4	1	2	3	3	34
190.5	79.38	masculino	14500	Blanco	12	12	12	1	3	1	0	0	24
170.18	56.7	femenino	13000	Blanco	12	12	12	2	2	2	6	6	29
172.72	52.16	masculino	5000	Blanco	16	16	16	4	5	2	0	0	27
152.4	NA	femenino	5000	Afroamericano	12	12	12	2	1	2	0	0	34
157.48	56.7	femenino	0	Blanco	10	NA	NA	8	7	2	2	2	20
177.8	90.72	femenino	5000	Blanco	11	NA	11	4	1	2	1	1	57
160.02	72.57	femenino	7000	Blanco	9	9	9	7	4	2	1	1	25
165.1	57.15	femenino	50000	Afroamericano	18	18	18	7	1	2	0	0	65
175.26	83.91	femenino	12000	Afroamericano	12	12	12	8	2	1	3	3	35
180.34	94.8	masculino	19000	Blanco	14	14	14	8	6	2	0	0	61
157.48	49.9	femenino	9000	Blanco	12	12	12	8	7	1	0	0	55
162.56	49.9	femenino	25000	Blanco	12	12	12	2	2	1	4	4	38
165.1	58.97	femenino	20000	Afroamericano	12	NA	NA	8	1	1	2	2	35
182.88	77.11	masculino	55000	Latino	18	18	18	1	1	2	0	0	35
157.48	65.77	femenino	15000	Afroamericano	12	NA	NA	2	1	2	0	0	71
190.5	86.18	masculino	45000	Blanco	18	18	18	6	7	1	4	4	31
165.1	54.43	femenino	10000	Blanco	12	12	12	8	7	1	0	0	40
165.1	64.41	femenino	15000	Blanco	12	12	12	8	1	2	0	0	67
160.02	51.26	femenino	13000	Blanco	12	12	12	2	2	1	0	0	19
167.64	54.43	femenino	45000	Blanco	18	18	18	7	7	2	0	0	30
162.56	49.9	femenino	20000	Blanco	13	13	13	1	1	1	7	7	31
172.72	52.62	femenino	45000	Blanco	16	16	16	6	2	2	6	6	29
182.88	83.91	masculino	30000	Blanco	12	12	12	8	6	2	0	0	26
162.56	49.9	femenino	12000	Blanco	12	12	12	8	1	2	1	1	34
177.8	56.7	femenino	26000	Blanco	13	NA	13	7	2	2	2	2	33
165.1	52.16	femenino	12500	Blanco	12	12	12	3	6	1	1	1	27
162.56	58.97	femenino	8000	Blanco	12	12	12	2	1	1	1	1	29
162.56	54.43	femenino	15000	Latino	16	16	16	2	6	2	7	7	32
170.18	93.89	masculino	65000	Blanco	14	14	14	2	7	1	1	1	25
185.42	79.38	masculino	25000	Blanco	10	NA	10	8	6	1	6	6	21
185.42	83.91	masculino	8000	Latino	14	14	14	4	6	2	1	1	21
165.1	49.9	masculino	15000	Other	14	14	14	7	4	2	1	1	21
162.56	72.57	femenino	12000	Blanco	16	16	16	4	1	1	1	1	40
182.88	88.45	masculino	35000	Blanco	12	12	12	8	1	2	2	2	42
170.18	63.5	femenino	35000	Afroamericano	13	13	13	5	6	2	2	2	37
170.18	73.48	masculino	40000	Blanco	16	16	16	7	6	2	0	0	31
167.64	63.5	femenino	15000	Latino	14	14	14	7	2	2	1	1	24
187.96	65.77	masculino	29000	Blanco	12	12	12	8	4	2	0	0	22
152.4	51.71	femenino	5000	Blanco	10	10	10	8	1	1	0	0	74
162.56	43.54	femenino	15000	Blanco	12	12	12	5	4	1	7	7	33
160.02	79.38	femenino	15000	Blanco	13	13	13	4	2	2	1	1	31
187.96	113.4	masculino	20000	Blanco	12	NA	NA	4	2	2	1	1	36
187.96	92.99	masculino	3000	Afroamericano	6	NA	NA	8	5	2	0	0	62
160.02	54.43	femenino	1000	Afroamericano	16	16	16	8	2	2	5	5	19
157.48	63.5	femenino	8000	Afroamericano	11	11	11	3	2	1	7	7	23
157.48	46.72	femenino	5000	Blanco	12	12	NA	4	6	1	1	1	18
170.18	72.57	femenino	25000	Blanco	16	16	16	8	5	2	2	2	27
190.5	99.34	masculino	5000	Blanco	13	13	13	7	5	1	0	0	22
175.26	73.94	masculino	20000	Blanco	12	12	12	7	4	2	0	0	57
165.1	60.33	femenino	15000	Blanco	12	12	12	2	1	1	0	0	26
185.42	68.04	masculino	30000	Blanco	12	12	12	2	2	2	0	0	34
160.02	90.72	femenino	12000	Blanco	12	NA	12	1	1	1	0	0	35
149.86	NA	femenino	5000	Blanco	11	NA	NA	1	1	2	3	3	80
152.4	54.43	femenino	0	Blanco	12	12	12	7	1	1	7	7	34
165.1	55.34	femenino	15000	Blanco	14	14	14	8	7	2	2	2	38
162.56	65.77	masculino	5000	Afroamericano	14	14	14	4	1	2	0	0	34
162.56	58.97	femenino	15000	Afroamericano	10	NA	NA	5	2	2	1	1	59
162.56	61.23	femenino	25000	Blanco	18	NA	NA	8	1	2	0	0	78
170.18	95.25	femenino	10000	Blanco	14	14	14	7	1	2	1	1	32
175.26	63.5	masculino	16000	Blanco	12	12	12	8	1	1	0	0	19
180.34	83.91	masculino	45000	Blanco	12	12	12	2	5	1	0	0	29
182.88	77.11	masculino	40000	Blanco	14	14	14	5	5	2	0	0	54
182.88	90.72	masculino	15000	Blanco	12	12	12	8	6	1	1	1	26
160.02	63.5	femenino	0	Blanco	12	12	12	4	1	2	7	7	62
167.64	68.95	femenino	20000	Blanco	13	13	13	8	5	1	0	0	33
177.8	56.7	masculino	25000	Blanco	14	NA	NA	3	1	2	0	0	81
162.56	65.77	femenino	19000	Blanco	14	14	14	7	5	1	0	0	52
162.56	58.06	femenino	17600	Blanco	16	16	16	2	2	1	3	3	30
172.72	70.31	masculino	7000	Blanco	12	NA	NA	8	1	2	0	0	67
187.96	93.89	masculino	30000	Blanco	12	12	12	5	4	2	2	2	32
157.48	56.7	femenino	18000	Blanco	11	11	11	1	1	1	0	0	47
160.02	61.23	femenino	15000	Latino	8	8	NA	7	1	1	0	0	41
165.1	61.23	femenino	25000	Blanco	16	16	16	4	2	1	2	2	47
167.64	70.31	femenino	0	Blanco	14	14	14	6	1	2	1	1	55
152.4	54.43	femenino	6000	Blanco	5	5	5	8	1	2	7	7	62
175.26	77.11	masculino	70000	Blanco	18	18	18	7	6	2	0	0	42
154.94	52.16	femenino	15000	Other	16	16	16	5	1	2	0	0	34
172.72	63.5	masculino	15000	Blanco	12	12	12	8	1	1	0	0	61
165.1	61.23	femenino	25000	Blanco	17	17	17	8	1	1	0	0	33
167.64	54.43	femenino	35000	Blanco	16	16	16	4	6	2	0	0	28
177.8	70.31	masculino	18000	Blanco	16	16	16	5	3	2	0	0	24
182.88	74.84	masculino	28000	Afroamericano	15	15	15	2	6	2	0	0	30
167.64	72.57	femenino	35000	Blanco	12	12	12	8	1	1	0	0	49
170.18	68.04	masculino	25000	Latino	12	12	12	8	4	2	1	1	23
162.56	61.23	femenino	15000	Latino	11	11	11	8	6	2	0	0	21
180.34	78.02	masculino	22000	Latino	14	14	NA	7	2	1	0	0	28
160.02	58.06	femenino	0	Blanco	12	12	12	8	6	2	0	0	29
185.42	86.18	masculino	35000	Blanco	12	NA	NA	3	3	2	0	0	30
162.56	63.5	femenino	18000	Afroamericano	15	NA	15	1	6	2	0	0	46
172.72	68.04	masculino	35000	Blanco	14	14	14	7	5	1	0	0	37
162.56	52.16	femenino	16400	Afroamericano	12	12	12	4	1	2	5	5	21
167.64	61.23	masculino	22000	Afroamericano	16	16	16	1	1	1	1	1	37
170.18	58.06	femenino	30000	Blanco	16	NA	NA	4	1	2	0	0	58
162.56	61.23	femenino	17000	Latino	12	12	12	4	5	2	2	2	27
162.56	66.68	femenino	25000	Afroamericano	14	14	14	8	6	2	7	7	36
157.48	62.6	femenino	10000	Blanco	12	12	12	6	1	1	3	3	51
175.26	81.65	masculino	40000	Blanco	12	12	12	1	3	2	1	1	37
160.02	56.7	femenino	12500	Blanco	12	12	12	2	1	2	0	0	63
160.02	81.65	femenino	15000	Blanco	12	NA	NA	1	1	2	0	0	77
160.02	61.23	femenino	10000	Blanco	12	12	NA	7	3	2	7	7	30
182.88	88.45	masculino	35000	Blanco	15	NA	NA	1	1	2	3	3	45
154.94	42.18	femenino	0	Latino	16	16	16	8	6	2	2	2	23
190.5	91.63	masculino	105000	Blanco	12	12	12	2	2	1	1	1	49
180.34	72.57	masculino	25000	Blanco	12	12	12	2	1	1	1	1	27
177.8	77.11	masculino	1.00E+05	Blanco	18	18	18	8	7	2	1	1	40
152.4	58.97	femenino	25000	Blanco	12	NA	NA	1	1	1	0	0	61
175.26	71.67	masculino	21000	Blanco	12	NA	12	1	1	1	0	0	51
162.56	90.72	femenino	10000	Blanco	14	14	14	1	1	2	7	7	56
182.88	100.7	masculino	33000	Blanco	12	12	12	2	1	1	3	3	26
175.26	67.59	masculino	26000	Blanco	18	18	18	1	7	2	0	0	25
160.02	61.69	femenino	60000	Blanco	10	10	NA	7	1	2	0	0	78
162.56	49.9	femenino	15000	Blanco	16	16	16	8	5	2	0	0	84
180.34	106.59	masculino	18000	Blanco	16	16	16	7	7	2	1	1	45
149.86	47.63	femenino	15000	Blanco	8	NA	NA	8	1	1	0	0	61
172.72	77.11	masculino	5000	Blanco	13	13	13	6	4	2	0	0	20
195.58	122.47	masculino	60000	Blanco	17	17	17	8	2	2	0	0	42
172.72	68.04	femenino	12000	Blanco	14	14	14	8	1	2	3	3	69
177.8	63.5	masculino	28000	Afroamericano	18	18	18	8	1	2	0	0	38
175.26	69.85	masculino	42000	Blanco	18	18	18	5	6	1	0	0	43
160.02	46.72	femenino	2000	Blanco	12	12	12	8	1	1	0	0	33
165.1	66.68	femenino	10000	Blanco	16	16	16	1	1	2	1	1	54
185.42	86.18	masculino	20000	Afroamericano	18	18	18	8	6	2	0	0	33
167.64	65.77	masculino	28000	Other	15	15	15	8	1	2	0	0	40
182.88	96.16	masculino	10000	Afroamericano	17	17	17	4	2	1	0	0	62
167.64	74.39	masculino	0	Blanco	16	NA	NA	8	1	2	0	0	65
182.88	73.03	masculino	31000	Afroamericano	12	12	12	8	6	1	7	7	31
175.26	78.02	femenino	17000	Afroamericano	13	13	13	7	1	2	4	4	37
170.18	99.79	femenino	16000	Blanco	12	NA	NA	4	1	2	3	3	39
167.64	77.11	femenino	35000	Blanco	15	15	15	8	1	2	0	0	38
170.18	50.35	femenino	3000	Blanco	12	12	12	4	1	1	7	7	26
172.72	67.59	femenino	5000	Blanco	11	11	11	7	6	1	1	1	78
182.88	70.31	masculino	25000	Blanco	10	NA	NA	1	1	1	0	0	51
172.72	68.04	femenino	16000	Blanco	18	18	18	8	6	2	4	4	39
165.1	54.43	femenino	35000	Afroamericano	15	15	15	8	7	2	3	3	42
157.48	63.5	femenino	27000	Afroamericano	17	17	17	5	1	2	0	0	33
175.26	70.31	masculino	25000	Blanco	17	17	17	5	5	2	1	1	29
157.48	90.72	femenino	0	Blanco	14	14	14	8	1	2	1	1	78
177.8	65.77	masculino	40000	Blanco	16	16	16	4	4	1	1	1	41
167.64	68.49	femenino	45000	Blanco	16	16	16	5	2	2	0	0	43
167.64	83.91	masculino	14000	Blanco	12	12	NA	7	1	2	2	2	23
167.64	90.72	femenino	25000	Blanco	14	14	14	8	1	1	0	0	37
182.88	104.33	masculino	40000	Blanco	12	12	12	7	5	2	0	0	42
175.26	84.82	masculino	34000	Blanco	12	NA	NA	6	1	1	0	0	35
167.64	92.99	masculino	40000	Blanco	12	NA	12	7	2	2	0	0	34
180.34	86.18	masculino	25000	Blanco	16	16	16	6	1	2	0	0	83
175.26	74.84	masculino	35000	Blanco	14	14	14	1	7	2	0	0	28
152.4	47.17	femenino	12000	Latino	12	12	12	8	1	1	0	0	51
165.1	NA	femenino	30000	Blanco	17	17	17	8	3	2	4	4	43
157.48	81.65	femenino	23000	Blanco	12	12	12	2	1	1	6	6	40
170.18	68.04	femenino	2000	Blanco	12	12	12	4	2	2	3	3	30
170.18	79.38	masculino	20000	Blanco	14	14	14	8	6	1	0	0	25
172.72	108.86	femenino	10000	Afroamericano	9	9	NA	3	1	2	0	0	62
165.1	79.38	femenino	0	Afroamericano	6	NA	NA	1	1	2	4	4	67
160.02	52.16	femenino	25000	Blanco	16	16	16	2	1	2	0	0	33
162.56	95.25	femenino	5000	Other	12	12	12	1	1	2	7	7	19
167.64	68.04	femenino	5000	Afroamericano	11	NA	NA	8	1	1	0	0	64
167.64	72.57	femenino	60000	Afroamericano	16	16	16	8	1	2	0	0	43
187.96	77.11	masculino	12000	Afroamericano	16	16	NA	4	1	1	3	3	41
165.1	71.21	femenino	25000	Blanco	18	18	18	2	1	2	1	1	61
160.02	81.65	femenino	22000	Afroamericano	14	14	14	2	1	2	0	0	73
157.48	58.97	femenino	0	Blanco	12	12	12	4	1	1	2	2	38
172.72	74.84	masculino	8000	Blanco	17	17	17	2	2	2	0	0	25
172.72	NA	femenino	5000	Blanco	17	17	17	8	7	2	0	0	22
167.64	56.25	femenino	2000	Blanco	16	16	16	7	6	2	1	1	21
162.56	49.9	femenino	5000	Blanco	14	14	14	8	2	2	0	0	30
154.94	58.97	femenino	10000	Blanco	13	13	13	7	1	2	0	0	20
165.1	55.34	femenino	18600	Blanco	16	16	16	6	6	2	0	0	26
157.48	54.43	femenino	20000	Blanco	14	14	14	8	7	2	0	0	20
185.42	90.72	masculino	1.00E+05	Blanco	18	18	18	2	1	2	0	0	37
157.48	61.23	femenino	50000	Blanco	15	15	15	1	1	1	2	2	40
177.8	77.11	masculino	27000	Blanco	12	12	12	6	5	2	1	1	42
147.32	45.36	femenino	1000	Afroamericano	12	12	12	8	1	1	0	0	58
172.72	65.77	masculino	18000	Blanco	12	12	12	4	2	1	4	4	20
170.18	63.5	femenino	17000	Blanco	14	14	14	4	1	1	7	7	23
162.56	81.65	femenino	10000	Blanco	12	12	12	8	1	2	0	0	74
177.8	94.35	masculino	14000	Blanco	14	NA	NA	1	1	2	0	0	35
182.88	90.72	masculino	7200	Blanco	14	NA	NA	8	1	1	0	0	66
160.02	58.97	femenino	0	Other	8	8	8	4	1	1	3	3	52
160.02	50.8	femenino	33000	Blanco	17	17	17	7	2	2	0	0	39
167.64	81.65	masculino	23000	Blanco	12	12	12	1	1	2	0	0	34
165.1	62.6	femenino	10000	Blanco	12	12	12	4	1	2	0	0	41
154.94	56.25	masculino	22000	Blanco	12	12	12	2	6	2	2	2	24
154.94	49.9	femenino	13000	Latino	12	12	NA	7	1	2	2	2	19
170.18	68.04	femenino	33000	Blanco	12	12	12	8	6	2	3	3	31
185.42	113.4	masculino	36000	Blanco	12	12	12	7	1	1	0	0	36
167.64	81.65	femenino	10000	Afroamericano	10	NA	10	8	1	2	0	0	64
180.34	83.91	femenino	10000	Afroamericano	14	14	14	4	1	2	0	0	32
162.56	65.77	femenino	6000	Blanco	12	12	12	5	3	2	1	1	60
177.8	90.26	masculino	25000	Blanco	11	NA	NA	8	1	2	0	0	63
170.18	74.84	femenino	12000	Blanco	12	12	12	8	5	2	3	3	43
157.48	86.18	femenino	10000	Blanco	11	NA	NA	5	1	1	1	1	47
170.18	59.42	femenino	21000	Blanco	12	12	12	6	1	2	2	2	45
175.26	95.25	masculino	26000	Blanco	12	12	12	5	1	2	1	1	32
167.64	77.11	femenino	22000	Afroamericano	12	12	12	8	1	1	0	0	50
167.64	70.31	femenino	23000	Afroamericano	15	15	15	4	1	2	0	0	54
167.64	68.04	masculino	20000	Blanco	15	15	15	8	7	2	1	1	24
167.64	58.97	femenino	10000	Blanco	13	13	13	4	1	2	0	0	38
162.56	62.14	femenino	15000	Blanco	12	NA	NA	2	1	2	0	0	71
182.88	86.18	masculino	7000	Afroamericano	14	14	14	5	5	2	1	1	24
162.56	88.45	femenino	15000	Blanco	12	12	12	7	1	2	2	2	38
162.56	77.11	femenino	0	Blanco	12	12	12	6	1	2	2	2	60
165.1	72.57	femenino	26000	Blanco	16	16	16	1	1	1	0	0	34
182.88	68.04	masculino	10000	Blanco	11	11	11	7	5	1	0	0	31
160.02	68.04	femenino	0	Blanco	8	8	8	1	1	2	0	0	57
180.34	83.91	masculino	3000	Blanco	14	14	14	8	5	2	1	1	20
162.56	61.23	femenino	27000	Latino	17	17	17	2	2	2	1	1	41
177.8	86.18	masculino	25000	Afroamericano	16	16	16	5	4	1	0	0	52
167.64	56.7	femenino	35000	Blanco	18	18	18	8	1	2	0	0	39
162.56	50.8	femenino	28000	Blanco	17	17	17	5	7	2	7	7	25
175.26	69.85	femenino	25000	Blanco	12	12	12	1	7	1	1	1	22
170.18	55.79	femenino	15000	Blanco	12	12	12	8	6	2	1	1	27
190.5	80.74	masculino	55000	Blanco	18	18	18	8	7	2	0	0	30
167.64	56.7	femenino	20000	Latino	17	17	17	8	7	2	0	0	26
170.18	56.7	femenino	8500	Blanco	12	12	12	8	1	1	0	0	44
172.72	59.87	femenino	0	Blanco	12	12	12	1	1	2	0	0	58
170.18	64.41	femenino	15000	Blanco	13	13	13	5	2	1	0	0	31
190.5	97.07	masculino	30000	Afroamericano	8	NA	NA	6	5	1	0	0	41
180.34	79.38	masculino	30000	Blanco	16	16	16	1	1	2	0	0	30
157.48	79.38	femenino	0	Blanco	12	12	12	8	1	2	0	0	66
172.72	81.65	femenino	5000	Blanco	13	13	13	6	7	2	2	2	54
170.18	56.25	femenino	5000	Blanco	14	14	14	2	3	1	0	0	18
172.72	61.23	femenino	20000	Blanco	12	12	12	7	7	2	1	1	31
177.8	83.01	femenino	20000	Blanco	15	NA	15	7	1	2	1	1	57
177.8	68.49	masculino	22000	Blanco	6	6	6	5	1	2	0	0	75
170.18	65.77	masculino	25000	Blanco	16	16	16	1	6	2	0	0	26
162.56	55.34	femenino	0	Blanco	16	16	16	1	1	1	0	0	62
162.56	63.5	femenino	5000	Afroamericano	12	NA	NA	7	2	2	3	3	33
165.1	54.43	femenino	15000	Blanco	12	12	12	8	1	1	0	0	64
180.34	72.57	masculino	3000	Blanco	8	8	8	8	4	2	2	2	22
160.02	62.14	femenino	16000	Blanco	12	12	12	6	1	1	0	0	49
177.8	79.38	masculino	30000	Blanco	14	14	14	8	6	2	1	1	27
162.56	57.15	femenino	0	Blanco	12	12	12	8	1	2	0	0	57
154.94	67.13	femenino	10000	Afroamericano	12	12	NA	1	1	2	0	0	39
165.1	73.48	femenino	15000	Afroamericano	12	12	12	1	5	2	7	7	28
170.18	77.11	masculino	28000	Blanco	12	12	12	1	2	2	0	0	46
170.18	68.04	femenino	15000	Blanco	12	NA	NA	2	2	2	2	2	45
172.72	NA	femenino	15000	Blanco	12	12	12	6	1	2	3	3	69
149.86	49.9	femenino	5000	Blanco	6	NA	NA	8	1	2	0	0	76
160.02	61.23	femenino	5000	Blanco	12	NA	NA	7	7	1	7	7	53
165.1	69.4	masculino	31500	Blanco	14	14	14	2	4	2	0	0	35
167.64	76.2	masculino	95000	Blanco	18	18	18	7	2	2	3	3	52
172.72	72.57	masculino	45000	Blanco	17	17	17	7	1	1	0	0	61
175.26	68.04	femenino	20000	Blanco	12	NA	NA	4	1	2	0	0	53
170.18	65.77	masculino	38000	Blanco	12	12	12	1	2	1	7	7	40
182.88	113.4	masculino	10000	Blanco	8	8	NA	8	1	2	0	0	70
160.02	63.05	femenino	15000	Blanco	16	16	16	7	1	2	0	0	73
187.96	90.26	masculino	30000	Blanco	12	12	12	8	1	2	5	5	41
187.96	102.06	masculino	35900	Blanco	16	16	16	4	6	2	0	0	42
167.64	47.17	femenino	12000	Blanco	13	13	NA	1	7	2	1	1	22
182.88	74.84	masculino	15000	Blanco	15	15	15	2	1	2	7	7	35
175.26	52.16	femenino	10000	Blanco	16	16	16	2	2	1	0	0	25
167.64	68.04	femenino	45000	Blanco	18	18	18	7	5	2	0	0	44
157.48	79.38	femenino	5000	Blanco	12	12	12	4	5	2	3	3	19
172.72	58.97	masculino	5000	Blanco	11	11	11	8	1	1	0	0	25
187.96	83.91	masculino	40000	Blanco	16	16	16	8	6	2	0	0	56
182.88	81.65	masculino	21500	Blanco	12	12	12	8	6	1	4	4	27
167.64	59.87	masculino	14000	Blanco	12	NA	NA	8	1	1	4	4	62
170.18	79.38	masculino	38000	Other	17	17	17	7	4	2	0	0	54
165.1	58.97	femenino	1000	Blanco	12	12	12	8	7	2	0	0	18
167.64	108.86	masculino	14000	Blanco	12	12	NA	8	1	2	4	4	73
165.1	58.97	femenino	15000	Blanco	12	12	12	8	2	1	1	1	31
162.56	49.9	femenino	15000	Blanco	16	16	16	6	2	1	0	0	23
157.48	59.87	femenino	0	Latino	12	NA	NA	8	1	2	0	0	63
162.56	72.57	femenino	25000	Blanco	12	NA	NA	4	1	2	0	0	70
172.72	65.77	femenino	24000	Blanco	13	13	13	7	6	2	0	0	42
162.56	58.97	femenino	4500	Blanco	16	16	16	8	4	1	4	4	23
162.56	57.61	femenino	18000	Blanco	16	16	16	7	5	2	0	0	63
162.56	52.16	femenino	35000	Blanco	12	12	12	8	7	2	0	0	19
160.02	45.36	femenino	14000	Blanco	12	NA	12	2	2	2	0	0	20
175.26	72.57	femenino	10000	Blanco	12	12	12	1	1	2	7	7	28
170.18	68.04	femenino	9500	Blanco	12	12	12	2	1	1	1	1	32
160.02	63.5	femenino	11000	Blanco	15	15	15	1	1	2	0	0	66
170.18	63.5	masculino	17000	Blanco	12	12	12	8	5	2	0	0	67
152.4	58.97	femenino	6000	Blanco	13	13	13	8	6	2	0	0	28
157.48	63.5	femenino	2500	Blanco	11	NA	NA	8	1	2	0	0	58
182.88	73.94	masculino	40000	Blanco	16	16	16	7	5	2	0	0	41
170.18	86.18	femenino	0	Blanco	14	14	14	6	5	2	2	2	35
170.18	74.84	masculino	25000	Blanco	16	16	16	8	2	2	1	1	39
172.72	77.11	femenino	15000	Blanco	13	13	13	8	1	2	2	2	65
167.64	77.11	femenino	28000	Afroamericano	15	15	15	8	2	1	0	0	60
167.64	61.69	femenino	33000	Afroamericano	12	12	12	8	1	2	1	1	45
172.72	95.25	femenino	5000	Blanco	16	16	16	8	4	2	0	0	62
152.4	67.59	femenino	4000	Blanco	8	NA	NA	8	1	2	7	7	64
170.18	68.04	femenino	0	Blanco	12	12	NA	8	6	1	7	7	29
165.1	58.97	masculino	4100	Blanco	16	16	16	5	2	1	0	0	30
152.4	40.37	masculino	5000	Blanco	11	11	NA	1	1	2	0	0	76
175.26	61.23	femenino	25000	Blanco	12	12	12	1	1	2	0	0	82
182.88	92.99	masculino	32000	Blanco	12	12	NA	2	7	2	0	0	28
165.1	77.11	masculino	15000	Latino	9	9	9	8	1	1	0	0	40
175.26	77.11	masculino	15000	Blanco	14	14	14	7	3	1	0	0	38
162.56	63.5	femenino	13000	Blanco	8	NA	NA	8	1	1	0	0	58
162.56	68.04	masculino	8000	Latino	8	8	8	1	4	2	0	0	27
157.48	45.36	femenino	0	Other	17	17	17	1	1	2	3	3	26
165.1	77.11	femenino	0	Blanco	13	13	13	5	4	2	0	0	56
162.56	56.7	femenino	17000	Blanco	12	12	12	8	2	2	1	1	38
170.18	62.14	femenino	15000	Blanco	12	12	12	8	1	2	0	0	77
167.64	77.11	masculino	18000	Blanco	13	13	13	8	4	2	0	0	32
185.42	74.84	masculino	12000	Blanco	12	12	12	7	7	2	1	1	24
187.96	133.81	masculino	7000	Blanco	7	7	7	7	1	2	1	1	49
167.64	54.88	femenino	0	Blanco	12	12	12	2	2	2	2	2	24
165.1	58.97	femenino	1200	Blanco	14	14	14	6	3	2	1	1	22
182.88	77.11	masculino	0	Blanco	12	12	12	6	7	2	0	0	18
162.56	54.43	femenino	0	Blanco	12	12	12	6	4	2	2	2	18
160.02	74.84	masculino	14000	Blanco	12	12	12	1	1	1	0	0	21
160.02	52.16	femenino	17000	Blanco	12	12	12	2	1	1	3	3	40
167.64	68.04	masculino	30000	Blanco	12	12	12	8	2	2	3	3	42
175.26	88.9	masculino	5000	Blanco	6	6	6	8	1	2	0	0	61
182.88	104.33	masculino	0	Blanco	10	NA	NA	1	4	2	0	0	63
162.56	63.5	femenino	62000	Blanco	12	12	12	7	1	2	0	0	81
177.8	117.93	masculino	25000	Blanco	12	NA	NA	4	1	2	0	0	53
167.64	83.91	femenino	22000	Latino	12	12	12	5	2	2	0	0	33
160.02	58.97	femenino	15000	Blanco	12	12	12	5	4	1	2	2	21
185.42	95.25	masculino	27000	Blanco	12	12	12	3	3	2	3	3	91
160.02	61.23	femenino	20000	Blanco	16	16	16	3	5	2	0	0	26
175.26	72.57	femenino	9000	Blanco	11	11	11	8	7	2	2	2	34
167.64	54.43	femenino	0	Blanco	14	14	14	3	5	2	0	0	24
185.42	76.2	masculino	17000	Blanco	12	12	NA	4	5	2	0	0	30
165.1	53.98	femenino	5000	Blanco	14	14	14	8	1	2	4	4	21
180.34	65.77	masculino	15000	Blanco	12	12	12	1	1	1	4	4	21
172.72	72.57	femenino	1800	Blanco	12	12	12	6	1	2	7	7	46
162.56	65.77	femenino	18000	Blanco	12	12	12	3	1	2	1	1	46
160.02	54.43	femenino	25000	Blanco	18	18	18	8	1	2	0	0	42
